name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
IntelliVocab,http://www.hackcollege.com/blog/2011/06/29/intellivocab-app-helps-prepare-you-for-gre.html,https://lh3.ggpht.com/UQtTRdmGWJsPovd2MDqSQtQvKIqTFTOJ4KvD3Kkr98SBlsXPEvzs57bi7jug6GUDaI0=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=com.cls.power&hl=en,https://itunes.apple.com/us/app/powervocab-lite/id413511366,"https://lh6.ggpht.com/4YVnbPZ25iNWSLNCqEMA3AHkLsfp5eNxwDTy75srEsu74aWNbzx1gyG0BCA7saBfNg=h230, https://lh4.ggpht.com/5aJeldpzy09DlKMJweFoKs5ZprCG7OhUN-GDA48pTSI5eDJEHyAU_czxqaVAZpIpcy8=h230,  ,  , https://lh4.ggpht.com/Njr_8UF8XaUDOyAHTvft0VqBaCk-l0a6D12-wHJ3Mv9utimZqgcWp4fXQkCN42M30g=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","IntelliVocab is a free mobile app developed by students at MIT. It uses the principles behind machine learning—the more you practice with it, the more personalized your quizzes become. It's available for both iPhone/iPad and Android users.",Education,0.0,English,,,, , , ,IntelliVocab
InTheClear,https://play.google.com/store/apps/details?id=org.safermobile.intheclear&hl=en,,Android,,," ,  ,  ,  ,  , https://lh6.ggpht.com/YSI3O_UcjprXwexklPsXwDwXvK_gg2g48WcdoLxZ48RF2lsFrHQTZdsuikR9w4FhuvM=w124,  ,  ,  ,  ,  , https://lh6.ggpht.com/ykobnAPhIBgHqxUUTw9NuG9-cyOU39UHtmza2R1u4H0AM1rht2qHWyj2eS8RJfWKhga3=h230,  https://lh3.ggpht.com/j-MbhJHAjrDQcJSSt5dKr2O39zyPoNiC4Ma5YEmEpHMC8IPK1PGTCRCy55bp6Vr-HVA=h230,  https://lh3.ggpht.com/aH3bhyEK5SAEQkwZhLTr-gr-LLS2syZg7tTqjdLZTtcm8NsGAgTF7h7M4gYEaUIfow=h230,  ,  ,  ,  ,  ,  ,  ","InTheClear lets you preset an emergency SMS to a set of contacts (Shout!) with a single menu click (Panic!).  InTheClear also allows you to unobtrusively erase your address book from your phone (Wipe!), should it have been taken from you. You can learn more about IntheClear here and sign up as a beta tester.",Activism,0.0,English,,,,https://play.google.com,https://lh6.ggpht.com/YSI3O_UcjprXwexklPsXwDwXvK_gg2g48WcdoLxZ48RF2lsFrHQTZdsuikR9w4FhuvM=w124, ,safermobile
Introducing Ethics,http://www.google.com/url?q=http://www.introducingbooks.com&sa=D&usg=AFQjCNF1emu1jGjUjHRUgVNiA6Sl1BH_hw,https://lh3.ggpht.com/vpBx4fUSHavaYHSwXhW255y2h2b2nlyb1QvLyffUrXLvqVKWw2fYOrM5VFMHX-WnX6c=w124,Android,https://play.google.com/store/apps/details?id=com.eldan.introducing.book.ethics&referrer=utm_source%3Dappbrain%26utm_medium%3Dappbrain_web%26utm_campaign%3Dappbrain_web,,"https://lh3.ggpht.com/kevblbPTRFcEfStf4rikR2fErj9yFq4a1zvyrm0RA7ptnoMDnmjy2V60jLmOZKB4tFyZ, https://lh3.ggpht.com/ooTMuW5gASfqxG5o05lq2K7DYYpFLzc5Do7m8wUKJru5QRhvubLmGvA6n1ciJN5QFD4, https://lh6.ggpht.com/YpMOINVn38lmnH0cKq2IHg8vKrIyHNzUsoGZ354MjoRmhqqD57vJM47URLVSuh8rBz4, https://lh4.ggpht.com/l4Y1Xeu0OnhkpzDbegqsTT3zt4cIL2g2C6kN06_XfSkGssgohJ5qfvaMeI9fEEfqGPk, https://lh3.ggpht.com/g6rVwI1KCQErqlzxhdov8hw0dKEBqvpM6yrT-En2-l7CBnAaAp_fbyGuxA7dRrQWWQ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Introducing Ethics is one of the Introducing Graphic Guides, an award-winning collection of books that employ text and graphics to explore the biggest ideas mankind has ever come up with. The app transforms the 174 page book into an interactive format enjoyable on all mobile devices including tablets, also featuring notes, comments and social sharing capabilities",Activism,4.99,English,,,introducingbook,http://www.introducingbooks.com, ,introducingbooks,
iOpenGov,https://play.google.com/store/apps/details?id=org.firstamendmentcoalition.iopengov2&feature=search_result,,Android,https://play.google.com/store/apps/details?id=org.firstamendmentcoalition.iopengov2&feature=search_result,," ,  ,  ,  ,  , https://lh5.ggpht.com/fXkGMxxqieGg3yuLroJn6Y0XUOO3-35oJrbP4dhcrGsPPDO2NHud-tu5fLC4d6b8igQL=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/zjBxAsR_7x7eeQA84WIbe4zhTF4oOLMI_UgSojQHs8ox4StUnvV_Coc2qUeFjySFiyp6=h230,  https://lh6.ggpht.com/X2o4yIgxusAS8nZKCTtoKVPVqbJgVngWjUB7pxrAaB7lZVLPuuzu0wc5jf8pcSjuDLM=h230,  https://lh6.ggpht.com/DqvfL8P663AhExFNmB_ak5NlRXj6b7DfZXGubscAmC4WFzRKQlwg-XkLFRuz_-1CzLA=h230,  https://lh5.ggpht.com/pZ-QmIC8ZjhoYT5bcBSUyGw6MFXkU-xpU9InSWDh8itbP5SZ-Vi7WquLdTw6Xnz_Pw=h230,  ,  ,  ,  ,  ,  ","""This app is fast becoming my go to for research needs, and in exercising my rights to information in defense of human rights and civil rights for poor people in our community. Without it I would not be as effective in my work. Thank You!!! iOpenGov!!!"" TJ Walkup, Producer/Director ,""Goodie: Outlining an Invisible Man"" Defend your right to know instantly and anywhere with FAC’s legal guide to California public access laws. Follow First Amendment news and commentary that you can search, bookmark and share on Twitter, Facebook and email to keep your friends and colleagues up to speed on free speech and open government headlines.","Governance, Education",0.0,English,,,, ,http://www.google.com/imgres?imgurl=http://www.ed.gov/blog/wp-content/uploads/2012/06/opengov.jpg&imgrefurl=http://www.ed.gov/blog/2012/08/your-feedback-wanted-more-open-ed-data/&h=150&w=200&sz=12&tbnid=Xmpzn0v2R4MggM:&tbnh=90&tbnw=120&zoom=1&usg=__xsSi-7Zm84Yc2D1my0u5Sj1DFHE=&docid=K-4EhRGoRdZ6FM&sa=X&ei=vGgUUfqOC6KoiQKDtICoDA&ved=0CDkQ9QEwAA&dur=1499, ,bigforge
IQSMS,http://www.iqstrategy.net/frmiqsms.shtml,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/vzTOTKv.png","Tanzania Ministry of Health and donors introduced reporting requirements for PMTCT (preventing mother-to-child transmission of HIV/AIDS) facilities to submit monthly reports to the district and regional levels for progam monitoring and decision making. Futures Group is responsible for collecting reports from PMTCT facilities across four regions. Sites are remote and there is no Internet, and no computers.  To meet the technical and budgetary challenges we developed IQSMS, an open source, freely available SMS reporting tool monitoring and evaluation data collection, to enable facilites to report on PMTCT indicators. IQSMS is used to track program activities at PMTCT sites in rural Tanzania using basic SMS mobile phone technology.","Health, Governance",,,,,NA, ,http://www.iqstrategy.net/Images/IQSolutions_Banner.png, ,
Ishki,http://ishki.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://imgur.com/3gsabXa.jpg","In Jordan, Ishki aims to involve citizens in developing solutions to civic problems.",Activism,,,,,, , ,pages/Ishki-Online-Community/51066465418,ishkili
iStopped,http://nocamels.com/2013/01/i-stopped-facebook-app-offers-new-method-to-kick-old-habits/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/kzgTYAt.jpg,  ","Old habits die hard. That is why so many people join support groups and utilize their friends and families when trying to quit an addiction. Israeli app ""I stopped"" takes the method of peer support online, using Facebook friends.",Health,,,,,, ,http://nocamels.com/wp-content/uploads/2013/01/i-stopped1-460x250.jpg,istopapp,scoreplug
iVolunteering,https://play.google.com/store/apps/details?id=org.techmission.iVolunteering&feature=search_result,,Android,,," ,  ,  ,  ,  , https://lh5.ggpht.com/Xxj5ohVsQow9FtwbSznCGKdQyfl0O6oMMK16KS1mxBbSqbIwqUeLS21nn9k76Dt4kK_J=w124,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",Listen to thousands of free workshops from the top Black and Latino social justice leaders in the world.  Plus: • Search local volunteer opportunities • Listen to thousands of workshops  • Watch videos about social justice topics • Listen to free course lectures on nonprofit management from City Vision College,Activism,0.0,English,,,none,http://www.techmission.org/, , ,
Jagoree,http://www.jagoree.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/15j3eSM.png","Jagoree aims to enable the youth of Dhaka, Bangladesh to engage in the political process through informed analysis, advocacy and activism.","Governance, Activism",,,http://sphotos-g.ak.fbcdn.net/hphotos-ak-snc6/248629_217872761578019_4007032_n.jpg,,, , ,Jagoree,jagoree
Joule Bug,http://joulebug.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/oZUb6Q1.png","JouleBug is an app designed to help users save money and cut down on energy usage. The app is launching nationally today, as is JouleBug Communities—more on that in a second.  It's like a Foursquare for sustainable acts. Earn badges, pins, points, etc.—but JouleBug also tracks energy savings in dollars, which is perhaps a stronger motivator for some! It's not geared specifically for workplaces, but I think offices are where people who are normally pretty conscious of sustainability issues let things slide a little, because it's frankly a lot easier to control your carbon footprint in your own castle.",Environment,,,http://joulebug.com/images/joulebug-logo.jpg,HeyJoulebug,JouleBug, , , ,
Just Science,http://novim.org/apps,https://itunes.apple.com/us/app/just-science/id480905653?mt=8,iOS,,https://itunes.apple.com/us/app/just-science/id480905653?mt=8,"http://a977.phobos.apple.com/us/r1000/073/Purple/d2/3b/6d/mzl.nnjkmrhy.320x480-75.jpg, http://a1310.phobos.apple.com/us/r1000/083/Purple/f6/7d/4b/mzl.meluqdgp.320x480-75.jpg,  ,  ,  ,  , http://a977.phobos.apple.com/us/r1000/073/Purple/d2/3b/6d/mzl.nnjkmrhy.320x480-75.jpg, http://a1310.phobos.apple.com/us/r1000/083/Purple/f6/7d/4b/mzl.meluqdgp.320x480-75.jpg, http://a943.phobos.apple.com/us/r1000/091/Purple/9f/e2/1a/mzl.rxckpaha.320x480-75.jpg, http://a190.phobos.apple.com/us/r1000/110/Purple/1b/a5/53/mzl.finooiom.320x480-75.jpg, http://a922.phobos.apple.com/us/r1000/101/Purple/b3/cd/9b/mzl.ktwacxxp.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A new, free app for iPhones and iPads called Just Science jolts us back to reality by translating the science of climate change into layperson's terms. The app takes two centuries of data from the comprehensive Berkeley Earth Surface Temperature (BEST) study, then converts it into a color-coded moving map that shows how today's monthly temperatures compare to historical averages since 1800. The result, according to developer Nick Orenstein, is a gradual, everyday reminder of what's happening to the planet.","Environment, Education",0.0,English,,,, ,http://novim.org/images/just%20science%20screenshot.png, ,novimgroup
Kid Rescue,http://kidrescueapp.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","To combat child labor we need to use every tool available. Here's one with major potential. http://ht.ly/h4pgH #apps # Socialjustice Exploitative child labor has far deeper roots than any Smartphone app can possibly address, but it certainly helps to get such technology on our side in this fight. The Kid Rescue App hopes to do just that.","Activism, Education",0.0,English,,,N/A, ,http://behance.vo.llnwd.net/profiles10/367403/projects/3745497/a25fc138e5859c68b754ef656684b190.jpg, ,
Kiirti,http://www.kiirti.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/8xFE78P.png,  ",Kiirti is a one-stop citizen reporting and petitioning platform for India addressing civic and governance issues.,Governance,,,http://www.kiirti.org/media/img/logo_01.gif,,kiirtiorg, , ,pages/Kiirti/284791998768,
Know-it-All,http://www.kickstarter.com/projects/1358562997/gamemaster-howards-know-it-all,https://itunes.apple.com/us/app/know-it-all/id304923368?mt=8,"iOS, Desktop, Android",,https://itunes.apple.com/us/app/know-it-all/id304923368?mt=8," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",A learning app based on cutting-edge science developed by someone who truly knows games,Education,0.0,English,,,kickstarter, ,https://s3.amazonaws.com/ksr/avatars/3095588/600x600.medium.jpg?1348442480,GamemasterHoward,
Kohovolit.eu,http://kohovolit.eu,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/nYYrUTW.png,  ",Koho Volit provides Czech and Slovakian voters with a short quiz to match their own voting preferences with those of candidates.,"Governance, Activism",,,http://kohovolit.eu/frontpage/logo.png,,, , , ,KohoVolitEU
Kom Kom,http://www.mobilesenegal.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/s0PTMoA.jpg,  ","KomKom permits craft artisans to be more aware of their earning and spending. Thus, they can make more appropriate financial decisions in their lives.",Activism,,,,,, ,http://atlantis.seidenberg.pace.edu/~scharff/images/mobilesenegalsmall.jpg,mobilesenegal,
Konbit,http://konbit.media.mit.edu/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/2cVMjD8.jpg,  ","Konbit is a service that helps communities rebuild themselves after a crisis by indexing the skill sets of local residents, allowing NGOs to find and employ them. Konbit development started after the earthquake, in response to complaints about how NGOs were typically bringing in their own labor, rather than hiring locally. The service allows Haitians to describe their everyday skills and talents, in their own voice and language, over a mobile phone.","Relief, Activism",,,,,konbitmit, ,https://twimg0-a.akamaihd.net/profile_images/843122924/konbit-logo.png, ,
Kubatana.net,http://www.kubatana.net/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/NEYQBVU.jpg,  ",Kubatana.net aggregates and disseminates information from a network of over 200 organizations in Zimbabwe to encourage advocacy.,Activism,,,,,, ,http://www.kubatana.net/images/hubhome_sml.jpg,Kubatana,kubatana
Landshare,http://www.landshare.net/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/BptDS6y.jpg,  ",Facilitates the matching of interested gardeners with space in community gardens or other agricultural space throughout the City. The current issue is that that demand often builds up for well known garden spaces (in the form of multi-year waiting lists) and startup gardens have trouble attracting enough involvement.,Environment,,,,,landshare, ,http://t1.gstatic.com/images?q=tbn:ANd9GcRVDggtV6eVhciT2sxcAyuWrSFlfkN0AlVDxlG4GexC-u3HwAYC,landshare,
Lark,http://www.lark.com/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Lark users wear wristbands armed with sensors that measure sleeping patterns. The data is transmitted via Bluetooth to your cell phone, then analyzed by the Lark Up app, which looks for patterns in how many hours you sleep and how often you wake up each night. Lark then makes custom recommendations based on your sleep trends.",Health,0.0,English,,,ourlark, ,http://www.lark.com/sites/default/files/logo-lark.png,ourLARK,
Lend a Hand!,http://commons.codeforamerica.org/apps/lend-hand,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/7r5AJht.jpg","“Lend a hand!” makes it easy for you to review open volunteer opportunities in the New York City area and pick the one most suitable for you.  Opportunities are divided into several categories and the application lets you hide the ones you’re not particularly interested in. If you tend to keep it local, you can limit your search to include places within a 20-mile radius of your location.",Activism,,,http://commons.codeforamerica.org/sites/default/files/styles/app_detail_logo/public/content/applications/logos/lendahand.png,,,http://www.shoutem.com/, ,LendaHandVolunteers,cfacommons
LifeLens,http://lifelensproject.com/blog/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://imgur.com/PsowlUD.jpg","What if you could take a picture of a blood sample with your smartphone and have an app tell you if someone has malaria. That's exactly what Lifelens, a breakthrough technology project designed by five young recent college grads and graduate students is able to do. Given the mortality rates of malaria across the developing world, the technology has the potential to save millions of lives.",Health,,,,,lifelensproject, ,http://www.trademarkia.com/logo-images/unitedhealth-group-incorporated/lifelens-85729706.jpg,pages/Lifelens/104069893005849?fref=ts,
Light Bulb Finder,http://www.lightbulbfinder.net/,http://www.lightbulbfinder.net/images/mainHeader_banner_2.jpg,"iOS, Desktop, Android",http://www.lightbulbfinder.net/images/qrCode_2a.gif,itms://itunes.apple.com/us/app/light-bulb-finder/id395561408?mt=8,"http://www.lightbulbfinder.net/images/tourSlides/1.jpg, http://www.lightbulbfinder.net/images/tourSlides/3.jpg,  ,  , http://www.lightbulbfinder.net/images/tourSlides/4.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","LIGHT BULB FINDER is a free mobile phone application that makes it easy to switch from conventional light bulbs to energy-saving equivalents with the right fit, style and light quality.",Environment,0.0,English,,,LightBulbFinder, , ,LightBulbFinder,
LiveMapp,www.livemapp.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/xui9v3m.jpg,  ","It's a app that has allowed me to travel the globe through my phone. Livemapp is all about posting what's going on around you, whether it's a cool restaurant, museum, park, street art, regular art, and everything else in between. It was a cool and interactive global community that loves seeing life and how it's lived in other parts of the world. I plan to go on some extended travel in the next 2-3 years and daily on livemapp I'm seeing new places that I want to visit.",Activism,,,http://livemapp.com/static/images/logo_landscape_2x.png,,livemapp, , ,livemapp,
Localisto,http://www.localisto.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://imgur.com/OO3JGiV.jpg","Localisto is an online townhall that enhances communication between government and community.  Localisto creates a platform for governments to upload content about current projects or trending topics and receive public feedback. Community members get involved by annotating models, maps and renderings as well as contributing to interactive polls.  Localisto is free to all community members. Users can quickly login and use their location to find trending topics or search for public meetings and instantly start sharing their opinions directly with government agencies.","Governance, Activism",,,,,Localisto, ,http://www.localisto.org/themes/localisto/localimages/headerlogo.png,Localisto,
LocalWiki,http://localwiki.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/wOlcryX.jpg","A nonprofit community involvement organization that makes it easy for people to learn and share knowledge about their local community. Members can create articles about anything, upload photos, draw maps, and anyone can edit articles to make them better.",Activism,,,http://localwiki.org/static/img/logo.png,,, , ,localwiki,localwiki/followers
